"ID";"RouteNumber";"RouteName";"TrackOfFollowing";"ReverseTrackOfFollowing";"TypeOfTransport";"CarrierName";"global_id";"ID_en";"RouteNumber_en";"RouteName_en";"TrackOfFollowing_en";"ReverseTrackOfFollowing_en";"TypeOfTransport_en";"CarrierName_en";"geodata_center";"geoarea";
"141500257";"575";"5-й мкр. Солнцева - 5-й мкр. Солнцева";"5-й мкр. Солнцева - Волынская ул. - 17-я гор. б-ца - Волынская ул., 3 - 2-й мкр. Солнцева - Школа - Улица 50 лет Октября, 6 - Улица 50 лет Октября - Улица 50 лет Октября - Метро «Говорово» - Мещерский лес - Востряковское кладб. - Платф. Мещерская - Пищекомбинат - Рябиновая улица, 65 - Складской комплекс - Просп. Генерала Дорохова - Рябиновая ул., 55 - Рябиновая ул., 51 - Рябиновая ул., 45 - Дизайн-центр - Троекуровский пр. - Рябиновая ул. - Спасская церковь - Кунцевское кладб. - Рябиновая улица, 14 - 93-й кв. Кунцева - Можайское ш. - Гвардейская ул., 9 - Гвардейская ул. - Ул. Красных Зорь - Ул. Багрицкого - Ул. Ращупкина - МЦД Кунцевская - МЦД Кунцевская - Метро «Кунцевская» - Метро «Кунцевская» - Молдавская ул. - Ф-ка «Зарница» - Ельнинская ул. - Колледж Геодезии и Картографии - Полоцкая ул. - Поликлиника - Молодогвардейская ул. - Партизанская ул. - МЦД Рабочий Посёлок - Ул. Ивана Франко - Полоцкая ул. - Полоцкая ул. - Колледж Геодезии и Картографии - Ф-ка «Зарница» - Молдавская ул. - Метро «Кунцевская» - Метро «Кунцевская» - МЦД Кунцевская - МЦД Кунцевская - Ул. Ращупкина - Ул. Багрицкого - Ул. Красных Зорь - Гвардейская ул. - Гвардейская ул., 9 - Можайское ш. - 93-й кв. Кунцева - Рябиновая улица, 14 - Спасская церковь - Кунцевское кладб. - Рябиновая ул. - Дизайн-центр - Рябиновая ул., 45 - Рябиновая ул., 51 - Рябиновая ул., 55 - Просп. Генерала Дорохова - Складской комплекс - Рябиновая улица, 65 - Пищекомбинат - Платф. Мещерская - Мещерский лес - Метро «Говорово» - Улица 50 лет Октября - Улица 50 лет Октября, 6 - Школа - 2-й мкр. Солнцева - Волынская ул., 3 - 17-я гор. б-ца - 5-й мкр. Солнцева";"нет, кольцевой маршрут";"Автобус";"ООО «СТАРТРАНС»";"2255538533";"";"";"";"";"";"";"";"";"";
"617";"577";"Метро «Теплый Стан» - Посёлок «Воскресенское»";"Метро «Теплый Стан» - Метро «Теплый Стан» - МКАД - Ашан - Мамыри - 23-й км. - Газопровод - Сосенское - Административный центр - Метро «Ольховая» - Культурно-просветительский центр - ДРСУ - 1 - Сосенки - Сосенки-2 - Поворот на с/х «Воскресенское» - Коттеджный поселок - Садовое товарищество «Рассвет» - Ямонтово - Школа - Посёлок «Воскресенское»";"Посёлок «Воскресенское» - Посёлок «Воскресенское» - Школа - Ямонтово - Садовое товарищество «Рассвет» - Коттеджный поселок - Поворот на с/х «Воскресенское» - Сосенки - ДРСУ - 1 - Культурно-просветительский центр - Метро «Ольховая» - Административный центр - Сосенское - Газопровод - Проектируемый пр. № 812 - 23-й км. - Мамыри - Ашан - МКАД - Профсоюзная ул., 156 - Метро «Теплый Стан» - Метро «Теплый Стан»";"Автобус";"ГУП «Мосгортранс»";"2255538534";"";"";"";"";"";"";"";"";"";
"222";"636";"2-й мкр. Южного Бутова - Метро «Коммунарка»";"2-й мкр. Южного Бутова - 2-й мкр. Южного Бутова - Бульв. Адм. Ушакова - Метро «Ул. Скобелевская» - Метро «Ул. Скобелевская» - Детская п-ка - Скобелевская ул. - Изюмская ул., 22 - Новобутовская ул., 13 - Школа - Изюмская ул. - Изюмская ул. - Мед. центр - Веневская ул. - 1-й Миргородский пер. - МЦД Бутово - МЦД Бутово - 1-й Миргородский пер. - Веневская ул. - Поликлиника № 99 - 3-й мкр. Южного Бутова - Метро «Бульв. Адм. Ушакова» - Ул. Адм. Лазарева, 6 - Плавский пр. - Физико-математическая школа - Ул. Адм. Лазарева - Ул. Адм. Лазарева, 50 - Ул. Адм. Лазарева, 58 - Метро «Бунинская аллея» - 5-й мкр. Южного Бутова - Южнобутовская ул., 123 - 6-й мкр. Южного Бутова - Южнобутовская ул., 143 - Черневский пруд - 11-й мкр. Южного Бутова - Ул. Акад. Понтрягина - Ул. Кадырова - Комплекс «В» Южного Бутова - Школа - ЖК «Бунинский» - Мкр. Бутовские Аллеи - СНТ «ЮННАТ-2» - Улица Александры Монаховой, 45А - Ул. Александры Монаховой, 61 - СНТ «Березка-Коммунарка-1» - СНТ «Солнечный» - Поликлиника - Фитарёвская ул. - Метро «Коммунарка»";"Метро «Коммунарка» - Фитарёвская ул. - Поликлиника - Липовый парк - СНТ «Солнечный» - СНТ «Березка-Коммунарка-1» - Ул. Александры Монаховой, 61 - Улица Александры Монаховой, 45А - СНТ «ЮННАТ-2» - Мкр. Бутовские Аллеи - ЖК «Бунинский» - Школа - Комплекс «В» Южного Бутова - Улица Кадырова - Ул. Акад. Понтрягина - 11-й мкр. Южного Бутова - Черневский пруд - Южнобутовская ул., 143 - 6-й мкр. Южного Бутова - Южнобутовская ул. - Метро «Бунинская аллея» - Бунинская ал. - Ул. Адм. Лазарева, 50 - Ул. Адм. Лазарева - Плавский пр. - Физико-математическая школа - Метро «Бульв. Адм. Ушакова» - 3-й мкр. Южного Бутова - Поликлиника № 99 - Веневская ул. - 1-й Миргородский пер. - МЦД Бутово - МЦД Бутово - 1-й Миргородский пер. - Изюмская ул. - Школа - Новобутовская ул., 13 - Изюмская ул., 22 - Скобелевская ул. - Детская п-ка - Метро «Ул. Скобелевская» - Метро «Ул. Скобелевская» - Бульв. Адм. Ушакова - Бульв. Адм. Ушакова - 2-й мкр. Южного Бутова - 2-й мкр. Южного Бутова";"Автобус";"ГУП «Мосгортранс»";"2255538544";"";"";"";"";"";"";"";"";"";
"687";"65";"Метро «Водный Стадион» - Левобережная ул.";"Метро «Водный Стадион» - Метро «Водный Стадион» - МФЦ Головинский - Кронштадтский бульв. - Гимназия № 1583 - Нарвская ул. - Университет Гражданской Авиации - Ул. Лавочкина - Университет спорта и туризма - Лихоборская наб. - Солнечногорская ул. - Сенежская ул. - Солнечногорская ул.,15 - Колледж предпринимательства - Платф. Моссельмаш - Солнечногорская ул.,15 - Колледж предпринимательства - Сенежская ул. - Солнечногорская ул. - Флотская ул. - Фестивальная ул. - Больница - Библиотека им. Короленко - Клинская ул. - Клинский пр. - Платф. Грачёвская - Зеленоградская ул., 21 - Почта - Зеленоградская ул., 39 - Платф. Ховрино - Метро «Ховрино» - Гостиница на Левобережной, 12 - Школа Олимпийского резерва - Интернат - 11-й автобусный парк - Киностудия - Смольная ул., 61 - Ин-т Усовершенствования врачей - Беломорская ул. - ЖК «Левобережный» - Левобережная ул.";"Левобережная ул. - Гостиница на Левобережной, 12 - Школа Олимпийского резерва - Платф. Ховрино - Зеленоградская ул., 39 - Почта - Зеленоградская ул., 21 - Платф. Грачёвская - Клинский пр. - Клинская ул. - Больница - Библиотека им. Короленко - Зеленоградская ул., 11 - Зеленоградская ул. - Платф. Моссельмаш - Солнечногорская ул.,15 - Колледж предпринимательства - Сенежская ул. - Солнечногорская ул. - Солнечногорская ул. - Лихоборская наб. - Университет спорта и туризма - Ул. Лавочкина - Нарвская ул. - Университет Гражданской Авиации - Гимназия № 1583 - Кронштадтский бульв. - Метро «Водный Стадион» - Метро «Водный Стадион»";"Автобус";"ГУП «Мосгортранс»";"2255538562";"";"";"";"";"";"";"";"";"";
"304";"620";"Метро «Выхино» - Ул. Молостовых";"Метро «Выхино» - Метро «Выхино» - Снайперская ул. - Ул. Красный Казанец - Платф. Вешняки - Аллея Первой Маёвки - Ул. Юности, 11 - Ул. Молдагуловой - Музей «Кусково» - Вешняковская ул. - Платф. Новогиреево - З-д ТОРОС - Центр госуслуг - К/т «Березка» - Полимерная ул. - Объединение «Узоры» - Ул. Новотетерки - Перовская ул., 60 - 2-я Владимирская ул. - Метро «Перово» - Поликлиника № 69 - Ул. Металлургов - 3-я Владимирская ул. - Новогиреевская ул. - Федеративный просп. - Федеративный просп., 7 - Мартеновская ул. - Свободный просп. - Ивановский парк - Предприятие № 12 Всероссийского Общества Слепых - Ул. Молостовых - Ул. Молостовых";"Ул. Молостовых - Ул. Молостовых, 19 - Предприятие № 12 Всероссийского Общества Слепых - Ивановский парк - Свободный просп. - Мартеновская ул. - Федеративный просп., 11 - Федеративный просп., 7 - Федеративный просп. - Новогиреевская ул. - 3-я Владимирская ул. - Ул. Металлургов - Поликлиника № 69 - Метро «Перово» - 2-я Владимирская ул. - Перовская ул., 60 - Ул. Новотетерки - Полимерная ул. - Объединение «Узоры» - К/т «Березка» - Центр госуслуг - З-д ТОРОС - Платф. Новогиреево - Вешняковская ул. - Музей «Кусково» - Ул. Молдагуловой - Ул. Юности, 11 - Аллея Первой Маёвки - Платф. Вешняки - Ул. Красный Казанец - Снайперская ул. - Метро «Выхино» - Метро «Выхино»";"Автобус";"ГУП «Мосгортранс»";"2255538575";"";"";"";"";"";"";"";"";"";
"840";"622";"Метро «Озерная» - Киевский вокзал";"Метро «Озерная» - Метро «Озёрная» - Озёрная ул. - Рябиновая улица, 65 - Складской комплекс - Просп. Генерала Дорохова - Рябиновая ул., 55 - Рябиновая ул., 51 - Рябиновая ул., 45 - Дизайн-центр - Троекуровский пр. - Рябиновая ул. - Спасская церковь - Кунцевское кладб. - Верейская ул. - Верейская ул., 41 - МРТЗ - Верейская ул., 25 - Ул. Генерала Дорохова - Аминьево - Аминьевское ш., 14 - Метро «Давыдково» - Ул. Артамонова - Муз. школа - Ул. Клочкова - Ул. Алексея Свиридова - Метро «Славянский бульвар» - Парк Победы - Поклонная Гора - Метро «Парк Победы» - Панорама «Бородинская битва» - Поклонная ул. - Метро «Кутузовская» - Студгородок - Ул. Дунаевского - Дорогомиловская Застава - Кутузовский просп., 8 - Гост. «Украина» - Набережная Тараса Шевченко - Киевский вокзал";"Киевский вокзал - Киевский вокзал - Наб. Тараса Шевченко - Гост. «Украина» - Кутузовский просп., 8 - Дорогомиловская Застава - Ул. Дунаевского - Студгородок - Метро «Кутузовская» - Поклонная ул. - Панорама «Бородинская битва» - Метро «Парк Победы» - Поклонная гора - Парк Победы - Метро «Славянский бульвар» - Ул. Алексея Свиридова - Ул. Клочкова - Ул. Клочкова - Улица Артамонова - Музыкальная школа - Метро «Давыдково» - Аминьевское шоссе, 14 - Аминьево - Верейская ул., 25 - Верейская ул., 41 - Рябиновая улица, 14 - Спасская церковь - Кунцевское кладб. - Рябиновая ул. - Дизайн-центр - Рябиновая ул., 45 - Рябиновая ул., 51 - Рябиновая ул., 55 - Просп. Генерала Дорохова - Складской комплекс - Рябиновая улица, 65 - Озёрная ул. - Метро «Озерная» - Метро «Озерная»";"Автобус";"ГУП «Мосгортранс»";"2255538610";"";"";"";"";"";"";"";"";"";
"867";"7";"Метро «Бульв. Рокоссовского» - Белорусский вокзал";"Метро «Бульв. Рокоссовского» - Метро «Бульв. Рокоссовского» - 5-й пр. Подбельского - 3-й пр. Подбельского - Игральная ул. - Погонный пр. - Ланинский пер. - Богородское - Богородский храм - Инновационный университет - 1-я Прогонная ул. - Объединение ЛИТ - Мосгорсуд - Ул. Хромова - Метро «Преображенская пл.» - Преображенская площадь - Трамв. депо им. Русакова - Малая Остроумовская улица - Клуб Русакова - Театр Романа Виктюка - Метро «Сокольники» - Маленковская ул. - Леснорядская ул. - Метро «Красносельская» - Метро «Комсомольская» - МЦД Каланчёвская - Пантелеевская ул. - Астраханский пер. - Ботанический пер. - Метро «Проспект Мира» - Спорткомплекс «Олимпийский» - Ул. Гиляровского - Ул. Щепкина - Театр зверей им. Дурова - Самотечная ул. - 4-й Самотечный пер. - Селезневская ул. - Ул. Достоевского - Пл. Борьбы - Ул. Палиха - Новослободская ул. - Лесная ул. - Миусское депо - ДК Зуева - Метро «Белорусская» - Белорусский вокзал";"Белорусский вокзал - Метро «Белорусская» - ДК Зуева - Миусское депо - Лесная ул. - Ул. Палиха - Пл. Борьбы - Ул. Достоевского - Селезневская ул. - Никоновский пер. - 4-й Самотечный пер. - Самотечная ул. - Театр зверей им. Дурова - Ул. Щепкина - Ул. Гиляровского - Спорткомплекс «Олимпийский» - Метро «Просп. Мира» - Ботанический пер. - Астраханский пер. - Б. Переяславская ул. - Б. Балканский пер. - МЦД Каланчёвская - Метро «Комсомольская» - Метро «Красносельская» - Леснорядская улица - Маленковская ул. - Метро «Сокольники» - Клуб Русакова - Театр Романа Виктюка - М. Остроумовская ул. - Трамв. депо им. Русакова - Преображенская пл. - Метро «Преображенская пл.» - Ул. Хромова - Мосгорсуд - Объединение ЛИТ - 1-я Прогонная ул. - Инновационный университет - Богородский храм - Богородское - Ланинский пер. - Погонный пр. - Игральная ул. - 3-й пр. Подбельского - 5-й пр. Подбельского - Метро «Бульв. Рокоссовского»";"Трамвай";"ГУП «Мосгортранс»";"2255538624";"";"";"";"";"";"";"";"";"";
"534";"703";"Саратовская ул. - Курьяновский терминал";"Саратовская ул. - Саратовская ул. - 2-й Саратовский пр. - 1-й Саратовский пр. - Библиотека - К/т «Молодежный» - Волгоградский просп., 47 - Метро «Текстильщики» - Налоговая инспекция - Шоссейная улица, 1 - Метро «Печатники» - Шоссейная ул., 4 - Шоссейная ул., 5 - Ул. Кухмистерова - Продмаг - Поликлиника - Шоссейная ул., 51 - Николо-Перервинский монастырь - Управа района Печатники - Технологический колледж - МЦД Перерва - Батюнинская улица - 1-й Курьяновский проезд - Курьяновский бульвар - МЦД Курьяново - Автобаза - Пр. пр. № 1481 - Курьяновский терминал - Курьяновский терминал";"Курьяновский терминал - Курьяновский терминал - Пр. пр. № 1481 - Автобаза - Курьяновский бульвар - МЦД Курьяново - 1-й Курьяновский пр. - Батюнинская улица - МЦД Перерва - Технологический колледж - Николо-Перервинский монастырь - Шоссейная ул., 51 - Поликлиника - Продмаг - Ул. Кухмистерова - Шоссейная ул., 5 - Метро «Печатники» - Шоссейная улица, 1 - Налоговая инспекция - Метро «Текстильщики» - Метро «Текстильщики» - Стадион - Стадион - Метро «Текстильщики» - Метро «Текстильщики» - Библиотека - 1-й Саратовский пр. - 2-й Саратовский пр. - Саратовская ул. - Саратовская ул.";"Автобус";"ГУП «Мосгортранс»";"2255538628";"";"";"";"";"";"";"";"";"";
"141500131";"708";"Южные ворота - Южные ворота";"Южные ворота - Торговый центр - Братеевская ул., 23 - Управл. соц. защиты Братеево - Метро «Алма-Атинская» - 3-й мкр. Братеева - Братеевский пруд - Паромная ул. - Ключевая ул. - Ул. Борисовские Пруды, 18 - Ул. Борисовские Пруды, 18 - Метро «Марьино» (южн.) - Поликлиника - 3-й мкр. Марьинского Парка - Новомарьинская ул., 14 - Новомарьинская ул., 16 - Центр социальной защиты - 7-й мкр. Марьинского Парка - Новомарьинская ул. - Белореченская ул., 30 - Белореченская ул., 24 - Строительный колледж № 26 - Цимлянская ул., 2 - Цимлянская ул., 1 - Краснодарская ул., 65 - Краснодарская ул., 52 - Метро «Люблино» - Метро «Люблино» - Новороссийская ул. - Цимлянская ул. - Белореченская ул., 24 - Белореченская ул., 30 - Новомарьинская ул. - 7-й мкр. Марьинского Парка - Новомарьинская ул., 17 - Центр социальной защиты - 3-й мкр. Марьинского Парка - Поликлиника - Метро «Марьино» (южн.) - Ул. Борисовские Пруды, 18 - Ключевая ул. - Паромная ул. - Братеевский пруд - Метро «Алма-Атинская» - Метро «Алма-Атинская» - Управл. соц. защиты Братеево - Братеевская ул., 23 - Торговый центр - Южные ворота";"нет, кольцевой маршрут";"Автобус";"ООО «Таксомоторный парк № 20»";"2255538633";"";"";"";"";"";"";"";"";"";
"402";"651";"Большая Юшуньская улица - Метро «Битцевский парк»";"Метро «Каховская» - Б. Юшуньская ул. - Метро «Каховская» (зап. вход) - Метро «Каховская» (зап. вход) - Одесская ул. - Керченская ул. - Метро «Зюзино» - Метро «Зюзино» - Спортшкола - Севастопольский просп., 81 - Лесопарк - Севастопольский просп., 54« - Ул. Бутлерова - Ул. Островитянова - Ул. Островитянова, 45 - Спортбаза «Узкое» - Ул. Айвазовского, 1 - Храм - Культурный центр - Литовский бульв. - Литовский бульв., 6 - Новоясеневский просп. - Вильнюсская ул., 3 - Вильнюсская ул., 8 - Вильнюсская ул. - Детская п-ка - Трансагентство - Стоматология - Ясеневские пруды - Ул. Паустовского, 1 - Ул. Паустовского - Новоясеневский просп., 19 - Метро «Новоясеневская» - Метро «Битцевский парк»";"Метро «Битцевский парк» - Метро «Битцевский парк» - Метро «Новоясеневская» - Новоясеневский просп., 19 - Ул. Паустовского, 1 - Ясеневские пруды - Голубинская ул., 24 - Трансагентство - Стоматология - Детская п-ка - Вильнюсская ул. - Вильнюсская ул., 8 - Вильнюсская ул., 3 - Новоясеневский просп. - Литовский бульв., 6 - Литовский бульв. - Культурный центр - Храм - Ул. Айвазовского, 1 - Соловьиный пр. - Спортбаза «Узкое» - Ул. Островитянова, 45 - Ул. Миклухо-Маклая, 65 - Ул. Бутлерова - Севастопольский просп., 54 - Лесопарк - Балаклавский просп. - Севастопольский просп., 81 - Спортшкола - Метро «Зюзино» - Метро «Зюзино» - Керченская ул. - Одесская ул. - Метро «Каховская» - Б. Юшуньская ул., 8 - Большая Юшуньская улица - Метро «Каховская»";"Автобус";"ГУП «Мосгортранс»";"2255538634";"";"";"";"";"";"";"";"";"";
"188";"657";"Донецкая ул. - Ставропольский пр.";"Марьино - Донецкая улица - Подольская ул., 33 - Подольская ул. - Подольская ул., 1 - Ул. Перерва, 6 - Марьинский рынок - Ул. Марш. Голованова - Графитный пр. - Ул. Перерва, 50 - Ул. Перерва, 56 - Метро «Братиславская» - Метро «Братиславская» - Братиславская ул. - Ул. Перерва, 58 - Братиславская ул., 8 - Краснодонская ул., 55 - Совхозная ул. - Сквер Судакова - Армавирская ул. - Школа - Метро «Люблино» - Краснодарская ул., 52 - Цимлянская ул., 1 - Улица Перерва, 74 - Ул. Марш. Кожедуба - Люблинский суд - Ул. Марьинский Парк, 37 - Ул. Марьинский Парк, 39 - Ул. Марьинский Парк, 43 - 14-й мкр. Марьинского Парка - Ставропольский пр. - Ставропольский пр.";"Ставропольский пр. - Ставропольский пр. - 14-й мкр. Марьинского парка - Ул. Марьинский Парк, 43 - Ул. Марьинский Парк, 39 - Ул. Марьинский Парк, 37 - Люблинский суд - Ул. Марш. Кожедуба - Улица Перерва, 74 - Цимлянская ул., 1 - Краснодарская ул., 65 - Краснодарская ул., 52 - Метро «Люблино» - Новороссийская ул. - Школа - Армавирская ул. - Сквер Судакова - Совхозная ул. - Краснодонская ул., 55 - Краснодонская ул. - Братиславская ул., 8 - Метро «Братиславская» - Ул. Перерва, 56 - Люблинская ул. - Ул. Перерва, 50 - Графитный пр. - Ул. Марш. Голованова - Марьинский рынок - Ул. Перерва - Ул. Перерва, 6 - Подольская ул., 1 - Подольская ул. - Подольская ул., 33 - Донецкая ул. - Марьино";"Автобус";"ГУП «Мосгортранс»";"2255538653";"";"";"";"";"";"";"";"";"";
"363";"661";"Ул. Новаторов - Ул. Новаторов";"Ул. Новаторов - Ул. Новаторов - Роддом № 4 - Поликлиника - Метро «Новаторская» - Ленинский просп. - Стоматологическая п-ка - Ул. Удальцова, 27 - Метро «Проспект Вернадского» - Метро «Проспект Вернадского» - Парк им. 50-летия Октября - Ул. Коштоянца - Ул. Удальцова, 85 - Метро «Мичуринский проспект» - Ул. Раменки, 16 - Отдел социальной защиты - Метро «Раменки» - Метро «Раменки» - Поликлиника «Газпром» - Никулинский суд - Улица Светланова - Квартал «Шуваловский» - Менделеевская ул. - Библиотека МГУ - Ул. Лебедева - Метро «Университет» - Метро «Университет» - Метро «Университет» - Ул. Лебедева - Библиотека МГУ - Менделеевская ул. - Метро «Ломоносовский проспект» - Метро «Ломоносовский проспект» - Квартал «Шуваловский» - Улица Светланова - Никулинский суд - Поликлиника Газпром - Метро «Раменки» - Отдел социальной защиты - Ул. Раменки, 16 - Метро «Мичуринский проспект» - Ул. Удальцова, 85 - Ул. Коштоянца - Парк им. 50-летия Октября - Метро «Проспект Вернадского» - Метро «Просп. Вернадского» - Ул. Удальцова, 27 - Стоматологическая п-ка - Ленинский просп. - Метро «Новаторская» - Метро «Новаторская» - Ул. Воронцовские Пруды - Поликлиника - Роддом № 4 - Ул. Новаторов - Ул. Новаторов";"нет, кольцевой маршрут";"Автобус";"ГУП «Мосгортранс»";"2255538660";"";"";"";"";"";"";"";"";"";
"141500274";"673";"Платф. Грачёвская - Метро «Речной вокзал»";"Платф. Грачёвская - Ангарская ул., 6 - Весенняя ул., 20 - Базовская ул, 4 - Базовский парк - ЖК «На Базовской» - Школа - Коровинское ш. - Плодоовощная база - Ижорская ул. - Рыбокомбинат - Ижорская ул., 6 - Бусиново - Ул. Марш. Федоренко, 2 - Платф. Ховрино - Ул. Марш. Федоренко - Метро «Ховрино» - Ул. Дыбенко, 28 - Ул. Дыбенко, 16 - Ул. Дыбенко, 6 - 15-й таксомоторный парк - Ул. Лавочкина, 54 - Ул. Лавочкина - Смольная ул. - Метро «Речной вокзал»";"Метро «Речной вокзал» - Смольная ул. - Ул. Лавочкина - Ул. Лавочкина, 54 - Ул. Дыбенко, 6 - Ул. Дыбенко, 16 - Ул. Дыбенко, 28 - Метро «Ховрино» - Ул. Марш. Федоренко - Платф. Ховрино - Ул. Марш. Федоренко, 2 - Бусиново - Ижорская ул., 6 - Рыбокомбинат - Ижорская ул. - Плодоовощная база - Школа - ЖК «На Базовской» - Базовский парк - Базовская ул., 4 - Весенняя улица, 20 - Ангарская ул., 6 - Платф. Грачёвская";"Автобус";"ООО «Трансавтолиз»";"2255538669";"";"";"";"";"";"";"";"";"";
"284";"678";"Метро «Планерная» - МЦД Тушинская";"Метро «Планерная» - Метро «Планерная» - Детская п-ка - Алешкино - Школа № 132 - Ул. Фомичевой - Ул. Свободы, 63 - Захарково - Парусный пр. - Ул. Фабрициуса - Культурный центр «Салют» - Восточный мост - Ул. М. Набережная - Ул. Мещерякова - Д/к «Красный Октябрь» - Вишнёвая ул. - МЦД Тушинская";"МЦД Тушинская - Вишнёвая ул. - Тушинская ул. - Ул. Циолковского - Ул. Мещерякова - Восточный мост - Культурный центр «Салют» - Ул. Фабрициуса - Штурвальная ул. - Ул. Фабрициуса, 26 - Сходненская ул. - Нелидовская ул. - Метро «Сходненская» - Метро «Сходненская» - Аэродромная ул. - Бульв. Яна Райниса, 10 - Туристская ул. - Пр. Донелайтиса, 38 - Пр. Донелайтиса - Детский сад - Пр. Донелайтиса, 12 - Походный пр. - 13-й мкр. Тушина - Походный пр. - Походный пр., 15 - Радиоклуб - Туристская ул., 11 - Туристская ул. - Туристская ул., 21 - Аптека - Ул. Героев Панфиловцев - Ул. Героев Панфиловцев, 21 - Планерная ул. - Метро «Планерная» - Метро «Планерная»";"Автобус";"ГУП «Мосгортранс»";"2255538672";"";"";"";"";"";"";"";"";"";
"849";"688";"Метро «Озерная» - Крылатское";"14-й автобусный парк - Метро «Озерная» - Метро «Озёрная» - Никулинская ул. - 2-й микрорайон Тропарёва-Никулино - Академия при Президенте РФ - Метро «Юго-Западная» - Метро «Юго-Западная» - Просп. Вернадского, 97 - Ул. Лобачевского - МГИМО - Акад. Труда - Ул. Коштоянца - Храм Александра Невского - Ул. Лобачевского, 96 - Мичуринский просп. - Ул. Лобачевского, 116 - Б. Очаковская ул. - Метро «Аминьевская» - Очаковское ш. - Аминьевское ш. - Матвеевская ул. - Аминьевское ш., 14 - Метро «Давыдково» - Ул. Артамонова - Муз. школа - Ул. Клочкова - МЦД Кунцевская - Метро «Кунцевская» - Звенигородская ул. - Суворовский парк - Рублевское ш., 14 - Центр лечения слуха - Рублевское ш., 24 - Ул. Крылатские Холмы - Управление Соцзащиты - Рубежный пр. - Осенний бульв. - Метро «Крылатское» - Метро «Крылатское» - Дом быта - Крылатское";"Крылатское - Крылатское - Дом быта - Метро «Крылатское» - Осенний бульв. - Ул. Марш. Тимошенко - Управление Соцзащиты - Ул. Крылатские Холмы - 2-я Крылатская ул. - Рублевское ш., 24 - Центр лечения слуха - Суворовский парк - Звенигородская ул. - Метро «Кунцевская» - Метро «Кунцевская» - МЦД Кунцевская - Ул. Клочкова - Улица Артамонова - Музыкальная школа - Метро «Давыдково» - Аминьевское шоссе, 14 - Матвеевская ул. - Аминьевское ш. - Очаковское ш. - Б. Очаковская ул. - Ул. Лобачевского, 116 - Храм - Мичуринский просп. - Ул. Лобачевского, 96 - Храм Александра Невского - Улица Коштоянца - Акад. Труда - МГИМО - Ул. Лобачевского - Просп. Вернадского, 97 - Метро «Юго-Западная» - Академия при Президенте РФ - Улица Покрышкина - 2-й микрорайон Тропарёва-Никулино - Никулинская улица - Метро «Озёрная» - 14-й автобусный парк";"Автобус";"ГУП «Мосгортранс»";"2255538682";"";"";"";"";"";"";"";"";"";
"516";"734";"Метро «Саларьево» - Ст. Солнечная";"Метро «Саларьево» - Метро «Саларьево» - Румянцево-2 - Инженерный корпус ЗВС - Садовые участки - Водопроводная станция - Родниковая улица, 18 - Родниковая улица, 14 - Платформа Новопеределкино - Производственная улица - Производственная улица, 6 - Ул. Богданова, 58 - Ул. Авиаторов, 10 - Ул. Авиаторов, 18 - Ул. Авиаторов - Ул. Щорса, 4 - Ул. Щорса - Ул. Главмосстроя, 5 - Ул. Главмосстроя - Терёшково - Солнцевский отдел ЗАГС - Попутная ул. - Почта - Ст. Солнечная - Ст. Солнечная";"Ст. Солнечная - Ст. Солнечная - Попутная ул. - Солнцевский отдел ЗАГС - Ул. Богданова, 24 - Ул. Главмосстроя, 5 - Ул. Щорса - Улица Щорса, 4 - Ул. Авиаторов - Ул. Авиаторов, 18 - Ул. Авиаторов, 10 - Ул. Богданова, 58 - Производственная улица, 6 - Производственная улица - Платф. Новопеределкино - Родниковая ул., 14 - Родниковая улица, 18 - Водопроводная станция - Садовые участки - Инженерный корпус ЗВС - Румянцево-2 - Метро «Саларьево» - Метро «Саларьево»";"Автобус";"ГУП «Мосгортранс»";"2255538690";"";"";"";"";"";"";"";"";"";
"1096";"735";"Осташковская ул. - Метро «Щелковская»";"Осташковская ул. - Осташковская ул. - Храм Серафима Саровского - Ул. Грекова, 4 - Метро «Медведково» - Метро «Медведково» - Отделение связи № 224 - Широкая ул. - Северодвинская ул. - Осташковское ш. - Тайнинская - Перловская - Поворот на Мытищи - Ярославское ш. - Камчатская ул. - Хабаровская ул., 20 - Алтайская ул. - Байкальская ул. - Хабаровская ул., 4 - Хабаровская ул. - Новосибирская ул. - 15-я Парковая ул. - Чусовская ул. - 11-я Парковая улица - Метро «Щелковская» - Метро «Щелковская»";"Метро «Щелковская» - Метро «Щелковская» - 11-я Парковая ул. - Чусовская ул. - 15-я Парковая ул. - Новосибирская ул. - Хабаровская ул. - Хабаровская ул., 4 - Байкальская ул. - Хабаровская ул., 12 - Хабаровская ул., 20 - Камчатская ул. - Абрамцево - Ярославское ш. - Поворот на Мытищи - Перловская - Тайнинская - Осташковское ш. - Северодвинская ул. - Широкая улица - Осташковская ул. - Отделение связи № 224 - Метро «Медведково» - Ул. Грекова, 4 - Храм Серафима Саровского - Осташковская ул.";"Автобус";"ГУП «Мосгортранс»";"2255538691";"";"";"";"";"";"";"";"";"";
