"ID";"RouteNumber";"RouteName";"TrackOfFollowing";"ReverseTrackOfFollowing";"TypeOfTransport";"CarrierName";"global_id";"ID_en";"RouteNumber_en";"RouteName_en";"TrackOfFollowing_en";"ReverseTrackOfFollowing_en";"TypeOfTransport_en";"CarrierName_en";"geodata_center";"geoarea";
"990";"33";"Рижский вокзал - Метро «Владыкино»";"Рижский вокзал - Рижский вокзал - Рижский вокзал - Крестовский мост - Новоалексеевская ул. - Метро «Алексеевская» - Староалексеевская ул. - Маломосковская ул. - Ул. Кибальчича - Метро «ВДНХ» - Метро «ВДНХ» - Ул. Бориса Галушкина - Акведук - Сельскохозяйственная ул. - Сельскохозяйственная ул., 6 - 2-й Сельскохозяйственный пр. - Спортивный комплекс - РГСУ - Метро «Ботанический сад» - Лазоревый проезд - Березовая ал. - Березовая ал., 17 - Олонецкая улица - Метродепо - Отрадный пр. - Сигнальный проезд, 35 - Сигнальный пр. - Метро «Владыкино»";"Метро «Владыкино» - Метро «Владыкино» - Сигнальный пр. - Сигнальный пр., 35 - Отрадный пр. - Метродепо - Олонецкая ул. - Берёзовая аллея, 17 - Берёзовая аллея - Лазоревый проезд - Парк Хуамин - Метро «Ботанический сад» - Спортивный комплекс - 2-й Сельскохозяйственный пр. - Сельскохозяйственная ул., 6 - Сельскохозяйственная ул. - Ул. Сергея Эйзенштейна - Ул. Бориса Галушкина - Метро «ВДНХ» - Ул. Кибальчича - Маломосковская ул. - Староалексеевская ул. - Метро «Алексеевская» - Новоалексеевская ул. - Крестовский мост - Рижский вокзал - Рижский вокзал - Рижский вокзал";"Автобус";"ГУП «Мосгортранс»";"2255539088";"";"";"";"";"";"";"";"";"";
"544";"292";"Курьяновский терминал - Ул. Гурьянова, 77";"Курьяновский терминал - Курьяновский терминал - Пр. пр. № 1481 - Автобаза - Курьяновский бульвар - МЦД Курьяново - 1-й Курьяновский пр. - Батюнинская улица - МЦД Перерва - Технологический колледж - Николо-Перервинский монастырь - Шоссейная ул., 51 - Поликлиника - Продмаг - Ул. Кухмистерова - Шоссейная ул., 5 - Метро «Печатники» - Поликлиника № 109 - Лицей - К/т «Тула» - Ул. Гурьянова, 41 - Ул. Гурьянова, 55 - Ул. Гурьянова, 77";"Ул. Гурьянова, 77 - Ул. Гурьянова, 77 - Улица Гурьянова, 55 - Ул. Гурьянова, 41 - К/т «Тула» - Поликлиника № 109 - Метро «Печатники» - Шоссейная ул., 4 - Шоссейная ул., 5 - Ул. Кухмистерова - Продмаг - Поликлиника - Шоссейная ул., 51 - Николо-Перервинский монастырь - Управа района Печатники - Технологический колледж - МЦД Перерва - Батюнинская улица - 1-й Курьяновский проезд - Курьяновский бульвар - МЦД Курьяново - Автобаза - Пр. пр. № 1481 - Курьяновский терминал - Курьяновский терминал";"Автобус";"ГУП «Мосгортранс»";"2255539109";"";"";"";"";"";"";"";"";"";
"734";"297";"Метро «Парк Победы» - Болотная площадь";"Метро «Парк Победы» - Метро «Парк Победы» - Метро «Парк Победы» - Панорама «Бородинская битва» - Поклонная ул. - Метро «Кутузовская» - Студгородок - Ул. Дунаевского - Дорогомиловская Застава - Ул. Можайский Вал - 2-й Брянский пер. - Киевский вокзал - Бережковская наб., 8 - Бережковская наб.,14 - ТЭЦ № 12 - Патентное ведомство - Воробьевское ш. - Акад. Внешней торговли - Мичуринский просп. - Смотровая площадка - Гор. Дворец творчества - Метро «Воробьевы горы» - 4-й Воробьевский пр. - Ин-т Акад. Семенова - Ул. Акад. Зелинского - Ленинский просп., 34 - Пл. Гагарина - Метро «Ленинский просп.» - Ин-т им. Курнакова - Ул. Стасовой - Б-ца Святителя Алексия - Ленинский просп., 23 - Травмпункт - Ул. Акад. Петровского - 1-я гор. б-ца - Метро «Октябрьская» - Метро «Октябрьская» (радиальная) - 1-й Бабьегородский пер. - 3-й Голутвинский пер. - Большая Якиманка - Болотная площадь - Театр эстрады - Болотная площадь";"Болотная площадь - Большая Якиманка - 1-й Бабьегородский пер. - Метро «Октябрьская» (радиальная) - Метро «Октябрьская» - 1-я гор. б-ца - Ул. Акад. Петровского - Травмпункт - Б-ца Святителя Алексия - Ул. Стасовой - Метро «Ленинский просп.» - Ленинский просп., 34 - Ул. Акад. Зелинского - Ин-т Акад. Семенова - 4-й Воробьевский пр. - Гор. Дворец творчества - Метро «Воробьевы горы» - Московская канатная дорога - Смотровая площадка - Мичуринский просп. - Акад. Внешней торговли - Воробьевское ш. - Патентное ведомство - Бережковская наб.,14 - Бережковская набережная, 4 - Киевский вокзал - Киевский вокзал - 2-й Брянский пер. - Ул. Можайский Вал - Дорогомиловская Застава - Ул. Дунаевского - Студгородок - Метро «Кутузовская» - Поклонная ул. - Панорама «Бородинская битва» - Метро «Парк Победы» - Метро «Парк Победы»";"Автобус";"ГУП «Мосгортранс»";"2255539113";"";"";"";"";"";"";"";"";"";
"322";"30";"Таллинская ул. - Михалково";"Таллинская ул. - Ул. Кулакова - Универсам - Школа им. Марины Цветаевой - Метро «Строгино» - Ул. Марш. Катукова - Ул. Исаковского, 33 - Детская п-ка - Метро «Щукинская» - Диспансер - Покровское-Стрешнево - Улица Академика Курчатова - Пехотная ул. - Панфиловский путепровод - МЦК Стрешнево - Ул. Константина Царева, 12 - Ул. Константина Царева - Мост Победы - 1-й Новоподмосковный пер. - Метро «Войковская» - Метро «Войковская» - Школа имени Зои и Александра Космодемьянских - 3-й Новоподмосковный пер. - Районный центр «Рассвет» - Новопетровская ул. - Коптево - Коптевская ул. - Коптевский рынок - 3-й Михалковский пер. - Соболевский пр. - Пр. Черепановых - Михалково - Михалково";"Михалково - Михалково - Пр. Черепановых - Соболевский пр. - 3-й Михалковский пер. - Коптевский рынок - Коптевская ул. - Коптево - Новопетровская ул. - К/т «Рассвет» - 3-й Новоподмосковный пер. - Школа имени Зои и Александра Космодемьянских - 1-й Новоподмосковный пер. - Мост Победы - Ул. Константина Царева - Ул. Константина Царева, 12 - МЦК Стрешнево - Панфиловский путепровод - Пехотная ул. - Ул. Акад. Курчатова - Диспансер - Метро «Щукинская» - Мед. центр им. Бурназяна - Детская п-ка - Ул. Исаковского, 33 - Ул. Марш. Катукова - Метро «Строгино» - Школа им. Марины Цветаевой - Универсам - Ул. Кулакова - Таллинская ул.";"Трамвай";"ГУП «Мосгортранс»";"2255539117";"";"";"";"";"";"";"";"";"";
"142";"30";"Метро «Братиславская» - Метро «Печатники»";"Метро «Братиславская» - Метро «Братиславская» - Метро «Братиславская» - Братиславская ул. - Ул. Перерва, 58 - Перервинский бульв. - Цимлянская ул. - Белореченская ул. - Белореченская ул., 17 - Краснодарская ул., 52 - Метро «Люблино» - Новороссийская ул. - Армавирская ул. - Просп. 40 лет Октября - Краснодарская ул. - Ставропольская ул. - МЦД Люблино - Школа имени Полбина - Детская п-ка - Ул. Полбина, 54 - МЦД Депо - Школа № 918 - Технологический колледж - Николо-Перервинский монастырь - Шоссейная ул., 51 - Музыкальная школа - Поликлиника - Продмаг - Ул. Кухмистерова - Шоссейная ул., 5 - Метро «Печатники»";"Метро «Печатники» - Метро «Печатники» - Шоссейная ул., 4 - Шоссейная ул., 5 - Ул. Кухмистерова - Продмаг - Поликлиника - Музыкальная школа - Шоссейная ул., 51 - Николо-Перервинский монастырь - Управа района Печатники - Технологический колледж - Школа № 918 - МЦД Депо - Детская п-ка - Школа имени Полбина - МЦД Люблино - Ставропольская ул. - Краснодарская ул. - Просп. 40 лет Октября - Краснодарская ул., 20 - Армавирская ул. - Новороссийская ул. - Метро «Люблино» - Краснодарская ул., 52 - Белореченская ул., 17 - Белореченская ул. - Цимлянская ул. - Ул. Перерва, 66 - Перервинский бульв. - Ул. Перерва, 58 - Братиславская ул., 8 - Метро «Братиславская» - Метро «Братиславская»";"Автобус";"ГУП «Мосгортранс»";"2255539118";"";"";"";"";"";"";"";"";"";
"14150221";"300";"Беловежская ул. - Метро «Петровско-Разумовская»";"Беловежская ул. - Поликлиника - Беловежская ул., 19 - Вяземская ул. - Спорткомплекс «Сетунь» - Ул. Марш. Сергеева - Метро «Молодежная» - Метро «Мнёвники» - Ул. Народного Ополчения, 3 - Ул. Народного Ополчения, 27 - Ул. Марш. Тухачевского - Университет связи и информатики - Метро «Октябрьское поле» - Ул. Левитана - Б. Академическая ул., 8 - Ул. Приорова - Б. Академическая ул., 15 - Роддом № 27 - Михалковская ул. - Платф. Петровско-Разумовская - Метро «Петровско-Разумовская»";"Метро «Петровско-Разумовская» - Платф. Петровско-Разумовская - Михалковская ул. - Роддом № 27 - Б. Академическая ул., 15 - Ул. Приорова - Ул. Левитана - Метро «Октябрьское поле» - Университет связи и информатики - Ул. Марш. Тухачевского - Ул. Народного Ополчения, 27 - Ул. Народного Ополчения, 3 - Метро «Мнёвники» - Метро «Молодежная» - Ул. Марш. Сергеева - Запорожская ул. - Спорткомплекс «Сетунь» - Дворец спорта «Крылья Советов» - Кинотеатр «Минск» - Вяземская ул. - Беловежская ул., 19 - Поликлиника - Беловежская ул.";"Автобус";"ООО «Таксомоторный парк № 20»";"2255539119";"";"";"";"";"";"";"";"";"";
"1813";"303";"Столбово - Кузовлево";"Столбово - Метро «Коммунарка» - Метро «Коммунарка» - Столбово - Метро «Ольховая» - Калужское ш. - Сосенки - Поворот на с/х «Воскресенское» - Коттеджный поселок - Поворот на д. Городище - Ракитки - Оздоровительный комплекс «Десна» - Десна - 2 - Ватутинки - мкр. Южный - 6-я Нововатутинская улица - Новые Ватутинки - 35-й км. - 36-й км. - Ватутинки - 1 - Ватутинки - 2 - ИЗМИРАН - Академгородок (40-й км) - 41-й км. - Троицк (мкр. «К») (42-й км) - Поворот на Былово - 43-й км. - Красная Пахра (45-й км) - Поворот на дер. Юрово (47-й км) - 49-й км. - Чириково - Поворот на пос. Армейский - КП Стольный - Голохвастово - Подсобное хоз-во - Инфекционная больница - Бабенки - 1 - Бабенки - 2 - 58-й км. (сады-огороды) - Мкр. Молодёжный - Вороново - 1 - Вороново - 2 - С/х «Вороново» - Посёлок ЛМС - Дом отдыха «Солнечный» - Поворот на Вороново - Сахарово - Миграционный центр - Баранково - СНТ «Застройщик» - Лесхоз - Кресты - 1 - Кресты - 2 - Соколенок - СНТ «Керамик» - Лесная поляна - СНТ «Витамины» - Кленовка - Бунчиха - Сады «Песчаные» - Рогово - Ул. Берёзки - Богородское - Петрово - Кузовлево";"Кузовлево - Петрово - Ильино - Климовка - Круча - Рождественно - Богородское - Рогово - Сады «Песчаные» - Бунчиха - Кленовка - СНТ «Витамины» - Лесная поляна - СНТ «Керамик» - Кресты - 2 - Кресты - 1 - Лесхоз - СНТ «Застройщик» - Баранково - Миграционный центр - Сахарово - Поворот на Вороново - Дом отдыха «Солнечный» - Посёлок ЛМС - С/х «Вороново» - Вороново - 2 - Вороново - 1 - Мкр. Молодёжный - 58-й км. (сады-огороды) - Бабенки - 2 - Бабенки - 1 - Инфекционная больница - Подсобное хоз-во - Голохвастово - КП Стольный - Поворот на пос. Армейский - Чириково - 49-й км. - Поворот на дер. Юрово (47-й км) - Красная Пахра (45-й км) - Поворот на Былово - 43-й км. - Троицк (мкр. «К») (42-й км) - 41-й км. - Академгородок (40-й км) - ИЗМИРАН - Ватутинки - 2 - Ватутинки - 1 - 36-й км. - 35-й км. - Нов. Ватутинки - 6-я Нововатутинская ул. - Светлая ул. - Ватутинки - мкр. Южный - Десна - 2 - Оздоровительный комплекс «Десна» - Ракитки - Поворот на д. Городище - Коттеджный поселок - Поворот на с/х «Воскресенское» - Сосенки - Калужское ш. - Метро «Ольховая» - Метро «Коммунарка» - Столбово - Столбово";"Автобус";"ГУП «Мосгортранс»";"2255539122";"";"";"";"";"";"";"";"";"";
"1240";"304";"Метро «Саларьево» - Троицк (мкр. «В»)";"Метро «Саларьево» - Метро «Саларьево» - Саларьево - Картмазово - Город Московский - Ин-т Полиомиелита - Мешково - Анино - СНТ Садовник - Р. Незнайка - Соколово - Поворот на Крёкшино - Дачное товарищество «Отдых» - Ивановское - ПСК «Сотрудничество» - Весенино-2 - Весенино-1 - Жилой комплекс - Рогозинино-2 - Рогозинино-1 - Поворот на Горчаково - Дубрава - Липовая ул. - Заречная ул. - Торговый центр - Пос. Птичное - Поповка - Полевая улица - Производственный комплекс - Поворот на Ширяево - Губцево - Пос. Светлый - Хутор - Складское хозяйство - Ботаково - Фабричная пл. - Троицк (мкр. «В»)";"Троицк (мкр. «В») - Троицк (мкр. «В») - Фабричная пл. - Ботаково - Складское хозяйство - Хутор - Пос. Светлый - Губцево - Поворот на Ширяево - Производственный комплекс - Полевая ул. - Поповка - Пос. Птичное - Торговый центр - Заречная ул. - Липовая ул. - Поворот на Птичное - Дубрава - Поворот на Горчаково - Рогозинино-1 - Рогозинино-2 - Жилой комплекс - Весенино-1 - Весенино-2 - ПСК «Сотрудничество» - Ивановское - Дачное товарищество «Отдых» - Поворот на Крёкшино - Соколово - Р. Незнайка - СНТ Садовник - Анино - Мешково - Ин-т Полиомиелита - Город Московский - Картмазово - Метро «Саларьево» - Метро «Саларьево»";"Автобус";"ГУП «Мосгортранс»";"2255539123";"";"";"";"";"";"";"";"";"";
"1895";"304К";"Метро «Саларьево» - Первомайское";"Метро «Саларьево» - Метро «Саларьево» - Саларьево - Картмазово - Город Московский - Ин-т Полиомиелита - Мешково - Анино - СНТ Садовник - Р. Незнайка - Соколово - Поворот на Крёкшино - Дачное товарищество «Отдых» - Ивановское - Ново-Никольское - Рабочая ул. - Первомайское";"Первомайское - Рабочая ул. - Ново-Никольское - Ивановское - Дачное товарищество «Отдых» - Поворот на Крёкшино - Соколово - Р. Незнайка - СНТ Садовник - Анино - Мешково - Ин-т Полиомиелита - Город Московский - Картмазово - Метро «Саларьево» - Метро «Саларьево»";"Автобус";"ГУП «Мосгортранс»";"2255539124";"";"";"";"";"";"";"";"";"";
"1881";"313";"2-й мкр. Южного Бутова - Метро «Прокшино»";"2-й мкр. Южного Бутова - 2-й мкр. Южного Бутова - 3-й мкр. Южного Бутова - Метро «Бульв. Адм. Ушакова» - Мкр. Поляны - Центр социальной реабилитации - Южнобутовская ул. - 4-й мкр. Южного Бутова - Поликлиника № 121 - 5-й мкр. Южного Бутова - Южнобутовская ул. - Метро «Бунинская аллея» - Ул. Адм. Лазарева, 58 - Бартеневская ул. - Ул. Акад. Семенова - Комплекс «В» Южного Бутова - Школа - ЖК «Бунинский» - Мкр. Бутовские Аллеи - СНТ «ЮННАТ-2» - Улица Александры Монаховой, 45А - Ул. Александры Монаховой, 61 - СНТ «Березка-Коммунарка-1» - СНТ «Солнечный» - Липовый парк - Посёлок Коммунарка - Д/к «Коммунарка» - Ул. Александры Монаховой, 10 - Зеленая линия - Улица Сосенский Стан - Николино - Николин парк - Николо-Хованская улица - Бульвар Веласкеса - ЖК «Испанские Кварталы» - Бульвар Веласкеса - Николо-Хованская улица - СНТ «Коммунарка-2» - Соловьиная роща - Соловьиная роща - Метро «Прокшино»";"Метро «Прокшино» - Хованский пруд - Хованский пруд - Метро «Прокшино» - Соловьиная роща - СНТ «Коммунарка-2» - Николо-Хованская улица - Бульвар Веласкеса - ЖК «Испанские Кварталы» - Бульвар Веласкеса - Николин парк - Николино - Улица Сосенский Стан - Зеленая линия - Ул. Александры Монаховой, 10 - Д/к «Коммунарка» - Посёлок Коммунарка - Липовый парк - СНТ «Солнечный» - СНТ «Березка-Коммунарка-1» - Ул. Александры Монаховой, 61 - Улица Александры Монаховой, 45А - СНТ «ЮННАТ-2» - Мкр. Бутовские Аллеи - ЖК «Бунинский» - Школа - Комплекс «В» Южного Бутова - Ул. Акад. Семенова - Бартеневская ул. - Ул. Адм. Лазарева, 58 - Метро «Бунинская аллея» - 5-й мкр. Южного Бутова - 5-й мкр. Южного Бутова - Поликлиника № 121 - 4-й мкр. Южного Бутова - Южнобутовская ул. - Центр социальной реабилитации - Мкр. Поляны - Метро «Бульв. Адм. Ушакова» - Бульв. Адм. Ушакова - 2-й мкр. Южного Бутова - 2-й мкр. Южного Бутова";"Автобус";"ГУП «Мосгортранс»";"2255539133";"";"";"";"";"";"";"";"";"";
